Index,Sort_ID,ID,Text_Unit_ID,Stressed_Unit,Morph,Lemma,Analysis,Rel,Trans,Part_Of_Speech,Meaning,Textual_Unit,Translation
1016,1,117049,S0022-50,dond lethtomus,do,do 1,dat.,,,preposition,"to, for, by etc.",dond lethtomus,to the half-measure
1017,2,117050,S0022-50,dond lethtomus,nd,in 1,dat.sg.masc.,,,definite_article,"the, definite article",dond lethtomus,to the half-measure
1018,5,117051,S0022-50,dond lethtomus,lethtomus,lettomus,dat.sg.,,,verbal_noun,the act of measuring half the quantity; half-measure,dond lethtomus,to the half-measure
1019,3,117052,S0022-50,dond lethtomus,leth,leth,compos.,,,noun,"half, side, direction, in compounds: half-, semi-, quasi- ",dond lethtomus,to the half-measure
1020,4,117053,S0022-50,dond lethtomus,tomus,tomus,dat.sg.,,,verbal_noun,"the act of weighing, measuring, considering; quantity, amount ",dond lethtomus,to the half-measure
1021,117054,117054,S0022-51,ar chiunn,ar,ar 1,dat.,,,preposition,"in front of, for the sake of, in return for, on account of, because of; against (as protection); abstract: by virtue of, by means of, through",archiunn,ahead
1022,117055,117055,S0022-51,ar chiunn,chiunn,cenn 1,dat.sg.,,,noun,"head; end-point, termination, exchange, purchase",archiunn,ahead
1023,117056,117056,S0022-52,di éis,di,di,dat.,,,preposition,"away, from, cause or reason, by",diéis,behind (lit. “on the track”)
1024,117057,117057,S0022-52,di éis,éis,éis 2,dat.sg.,,,noun,"track, trace",diéis,behind (lit. “on the track”)
1025,117058,117058,S0022-53,huide,huide,uide,nom.sg.,,,noun,"journey, march",huide laithi beos,a day's journey still
1026,117059,117059,S0022-53,laithi,laithi,laithe,gen.sg.,,,noun,day,huide laithi beos,a day's journey still
1027,117060,117060,S0022-53,beos,beos,beös,,,,adverb,"still, yet, further, moreover, again, besides, also, in addition",huide laithi beos,a day's journey still
1028,117061,117061,S0022-54,ci·pé,ci·,ce,,,,particle_interrogative,"unstressed, used with the dependent form of the verb ; who, what, which",cipé,whatever [it be]
1029,117062,117062,S0022-54,ci·pé,·pé,ad·tá,3sg.pres.subj.,Maybe,intrans.,verb,"to be, to exist, ",cipé,whatever [it be]
1030,117063,117063,S0022-55,ind aile,ind,in 1,nom.sg.fem.,,,definite_article,"the, definite article",indaile,the second
1031,117064,117064,S0022-55,ind aile,aile,aile 1,nom.sg.fem.,,,adjective_pronominal,"other, another, else, second",indaile,the second
1032,1,117065,S0022-56,tenebit,tenebit,teneō,3sg.fut.,No,unclear,verb,"to hold, to possess, to guard, etc.",tenebit .i. cuit inna aine 7 inna aile,"tenebit; that is, part of the one and of the other"
1033,3,117066,S0022-56,cuit,cuit,cuit,nom.sg.,,,noun,"portion, part, share; a matter of, a mere ",tenebit .i. cuit inna aine 7 inna aile,"tenebit; that is, part of the one and of the other"
1034,4,117067,S0022-56,inna aine,inna,in 1,gen.sg.fem.,,,definite_article,"the, definite article",tenebit .i. cuit inna aine 7 inna aile,"tenebit; that is, part of the one and of the other"
1035,5,117068,S0022-56,inna aine,aine,óen,gen.sg.fem.,,,adjective_numeral_noun,"one, single, same, only, unique; as compound element 'great'  (O'Rahilly Celtica 12.194)",tenebit .i. cuit inna aine 7 inna aile,"tenebit; that is, part of the one and of the other"
1036,6,117069,S0022-56,7 inna aile,7,ocus 2,,,,conjunction,"coordinating: and, since ",tenebit .i. cuit inna aine 7 inna aile,"tenebit; that is, part of the one and of the other"
1037,7,117070,S0022-56,7 inna aile,inna,in 1,gen.sg.fem.,,,definite_article,"the, definite article",tenebit .i. cuit inna aine 7 inna aile,"tenebit; that is, part of the one and of the other"
1038,8,117071,S0022-56,7 inna aile,aile,aile 1,gen.sg.fem.,,,adjective_pronominal,"other, another, else, second",tenebit .i. cuit inna aine 7 inna aile,"tenebit; that is, part of the one and of the other"
1039,2,140046,S0022-56,.i.,.i.,.i.,,,,,"id est, it is",tenebit .i. cuit inna aine 7 inna aile,"tenebit; that is, part of the one and of the other"
1040,117072,117072,S0022-57,a óen,a,a 3,,,,particle_numerative, particle used before numerals in isolation,a óen fodeich,ten times one
1041,117073,117073,S0022-57,a óen,óen,óen,nom.sg.neut.,,,adjective_numeral_noun,"one, single, same, only, unique; as compound element 'great'  (O'Rahilly Celtica 12.194)",a óen fodeich,ten times one
1042,117074,117074,S0022-57,fo deich,fo,fo,,,,preposition,"under, of direction towards, into, through, on, about, beneath",a óen fodeich,ten times one
1043,117075,117075,S0022-57,fo deich,deich,deich,,,,numeral,ten,a óen fodeich,ten times one
1044,117076,117076,S0022-58,it a deich,it,is 1,3pl.pres.ind.,No,intrans.,verb,"to be, the copula",ita deich,They are ten.
1045,117077,117077,S0022-58,it a deich,a,a 3,,,,particle_numerative, particle used before numerals in isolation,ita deich,They are ten.
1046,117078,117078,S0022-58,it a deich,deich,deich,,,,numeral,ten,ita deich,They are ten.
1047,117079,117079,S0022-59,is fiche,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",is fiche,It is twenty.
1048,117080,117080,S0022-59,is fiche,fiche,fiche,nom.sg.,,,noun_numeral,twenty,is fiche,It is twenty.
1049,116685,116685,S0022-6,A n-í,a,in 1,nom.sg.neut.,,,definite_article,"the, definite article",Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1050,116686,116686,S0022-6,A n-í,ní,í 1,nom.sg.neut.,,,pronoun_propword,that ; substantivizing particle,Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1051,116687,116687,S0022-6,siu,siu,sé 2,dat.sg.neut.,,,pronoun_demonstrative_proximate,"this, these",Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1052,116688,116688,S0022-6,trá,trá,trá,,,,particle_discourse,"then, therefore, so, indeed, however, but",Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1053,116689,116689,S0022-6,is écen,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1054,116690,116690,S0022-6,is écen,écen,éicen,nom.sg.masc.,,,noun,"necessity, compulsion, violence, in response to a question, indeed, surely, of truth",Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1055,116691,116691,S0022-6,remfuar,remfuar,remḟuär,nom.sg.,,,verbal_noun,"the act of preparing, making ready; preparation",Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1056,116692,116692,S0022-6,bissext,bissext,bissext,gen.sg.,,,noun,leap year (day),Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1057,116693,116693,S0022-6,7 emblesim,7,ocus 2,,,,conjunction,"coordinating: and, since ",Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1058,116694,116694,S0022-6,7 emblesim,emblesim,embleisim,gen.sg.,,,noun,intercalated lunation,Anísiu trá isécen remfuar bissext 7 emblesim,"This one, then, it is necessary to prepare the leap year and intercalated lunation."
1059,117081,117081,S0022-60,lingid-sem,lingid,lingid,3sg.pres.ind.,No,intrans.,verb,"to leap, to jump ",lingidsem tar áes ṅesci beos ar chumbri,He skips over the age of the moon again for brevity's sake.
1060,117082,117082,S0022-60,lingid-sem,sem,nota augens,3sg.masc.,,,particle_pronominal,emphasising particle,lingidsem tar áes ṅesci beos ar chumbri,He skips over the age of the moon again for brevity's sake.
1061,117083,117083,S0022-60,tar áes ,tar,tar 1,acc.,,,preposition,"over, across, covering",lingidsem tar áes ṅesci beos ar chumbri,He skips over the age of the moon again for brevity's sake.
1062,117084,117084,S0022-60,tar áes ,áes,áes 1,acc.sg.,,,noun,"stage, period (of life); age, years (of person etc.)",lingidsem tar áes ṅesci beos ar chumbri,He skips over the age of the moon again for brevity's sake.
1063,117085,117085,S0022-60,ṅ-esci,ṅesci,éscae,gen.sg.,,,noun," moon, month",lingidsem tar áes ṅesci beos ar chumbri,He skips over the age of the moon again for brevity's sake.
1064,117086,117086,S0022-60,beos,beos,beös,,,,adverb,"still, yet, further, moreover, again, besides, also, in addition",lingidsem tar áes ṅesci beos ar chumbri,He skips over the age of the moon again for brevity's sake.
1065,117087,117087,S0022-60,ar chumbri,ar,ar 1,dat./acc.,,,preposition,"in front of, for the sake of, in return for, on account of, because of; against (as protection); abstract: by virtue of, by means of, through",lingidsem tar áes ṅesci beos ar chumbri,He skips over the age of the moon again for brevity's sake.
1066,117088,117088,S0022-60,ar chumbri,chumbri,cuimbre,dat./acc.sg.,,,noun,"brevity, shortness",lingidsem tar áes ṅesci beos ar chumbri,He skips over the age of the moon again for brevity's sake.
1067,117089,117089,S0022-61,tricha,tricha,trícha,nom.sg.,,,noun_numeral,thirty,tricha,thirty
1068,117090,117090,S0022-62,is huathath,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",is huathath,It is rare.
1069,117091,117091,S0022-62,is huathath,huathath,úathad,nom.sg.neut.,,,adjective,"gramm. singular, a small number, a few, rare",is huathath,It is rare.
1070,117092,117092,S0022-63,nech,nech,nech,nom.sg.,,,pronoun_quantifier,"anyone, one, someone",nech,anyone
1071,1,117093,S0022-64,da llae ,da,da,nom.du.neut.,,,adjective_numeral,two,da llae for óen littir,two days on one letter
1072,2,117094,S0022-64,da llae ,llae,laë,nom.pl.,,,noun,"day, daytime",da llae for óen littir,two days on one letter
1073,3,117095,S0022-64,for óenlittir,for,for,dat.,,,preposition,"upon, over, on",da llae for óen littir,two days on one letter
1074,6,117096,S0022-64,for óenlittir,óenlittir,óenlitter,dat.sg.,,,noun,one letter,da llae for óen littir,two days on one letter
1075,4,117097,S0022-64,for óenlittir,óen,óen,compos.,,,adjective_numeral_noun,"one, single, same, only, unique; as compound element 'great'  (O'Rahilly Celtica 12.194)",da llae for óen littir,two days on one letter
1076,5,117098,S0022-64,for óenlittir,littir,litter,dat.sg.,,,noun,letter of the alphabet,da llae for óen littir,two days on one letter
1077,117099,117099,S0022-65,félire,félire,féilire,nom.sg.,,,noun,martyrology; calendar ,félire,calendar
1078,1,117100,S0022-66,i·mbi,i,i,dat.,,,preposition,"in, into",imbi,in which it is
1079,3,117101,S0022-66,i·mbi,·mbi,ad·tá,3sg.hab.,Yes,intrans.,verb,"to be, to exist, ",imbi,in which it is
1080,2,122867,S0022-66,i·mbi,∅,-(s)a·,,,,pronoun_relative,"which, who, whose",imbi,in which it is
1081,117102,117102,S0022-67,túas,túas,túas,,,,adverb,above-mentioned; in the north ; up,túas inochtur,up above
1082,117103,117103,S0022-67,i n-ochtur,i,i,dat.,,,preposition,"in, into",túas inochtur,up above
1083,117104,117104,S0022-67,i n-ochtur,nochtur,óchtar,dat.sg.,,,noun,"upper part, high place",túas inochtur,up above
1084,117105,117105,S0022-68,dind leith,di,di,dat.,,,preposition,"away, from, cause or reason, by",dindleith ailiu,from the other side
1085,117106,117106,S0022-68,dind leith,nd,in 1,dat.sg.neut.,,,definite_article,"the, definite article",dindleith ailiu,from the other side
1086,117107,117107,S0022-68,dind leith,leith,leth,dat.sg.,,,noun,"half, side, direction, in compounds: half-, semi-, quasi- ",dindleith ailiu,from the other side
1087,117108,117108,S0022-68,ailiu,ailiu,aile 1,dat.sg.neut.,,,adjective_pronominal,"other, another, else, second",dindleith ailiu,from the other side
1088,117109,117109,S0022-69,crementum,crementum,crementum,nom.sg.,,,noun,"growth, increase",crementum leissem,Growth [is] with him.
1089,117110,117110,S0022-69,leis-sem,leis,la,3sg.masc.,,,preposition,"with, by, along with, and, in addition to, as well as, on account of, because of, by reason of",crementum leissem,Growth [is] with him.
1090,117111,117111,S0022-69,leis-sem,sem,nota augens,3sg.masc.,,,particle_pronominal,emphasising particle,crementum leissem,Growth [is] with him.
1091,1,116695,S0022-7,a síl,a,in 1,nom.sg.neut.,,,definite_article,"the, definite article",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1092,2,116696,S0022-7,a síl,síl,síl,nom.sg.,,,noun,"seed, origin, offspring; the seed of plants and animals",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1093,6,116697,S0022-7,in·rolad,in·rolad,in·lá,augm.3sg.pret.pass.,Yes,pass.,verb,"to cast in, to inlay",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1094,3,116698,S0022-7,in·rolad,in·,ind·,,,,particle_preverb,aspectual and lexicalized meanings,asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1095,4,116699,S0022-7,in·rolad,∅,len.rel.particle,,,,particle_relative,leniting relative particle,asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1096,5,116700,S0022-7,in·rolad,·ro,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1097,7,116701,S0022-7,hisin mais ,hi,i,acc.,,,preposition,"in, into",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1098,8,116702,S0022-7,hisin mais,sin,in 1,acc.sg.fem.,,,definite_article,"the, definite article",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1099,9,116703,S0022-7,hisin mais,mais,mass,acc.sg.,,,noun,"primordial mass, formless matter before creation; lump in general",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1100,12,116704,S0022-7,n-écruthaigthi,nécruthaigthi,écruthaigthe,acc.sg.fem.,,,verbal_participle,"unshaped, formless",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1101,10,116705,S0022-7,n-écruthaigthi,né,an- ,,,,particle_prefix,"negative: non-, un-",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1102,11,116706,S0022-7,n-écruthaigthi,cruthaigthi,cruthaigthe,acc.sg.fem.,,,verbal_participle,"formed, created, shaped ",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1103,13,116707,S0022-7,statim,statim,statim,,,,adverb,"again, regularly",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1104,14,116708,S0022-7,is ed,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1105,15,116709,S0022-7,is ed,ed,3sg.neut.indp.pron.,nom.sg.neut.,,,pronoun_independent,it,asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1106,16,116710,S0022-7,as esnaise,as,is 1,3sg.pres.ind.rel.,Yes,intrans.,verb,"to be, the copula",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1107,17,116711,S0022-7,as esnaise,∅,len.rel.particle,,,,particle_relative,leniting relative particle,asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1108,18,116712,S0022-7,as esnaise,esnaise,esnaisse,nom.sg.,,,verbal_participle,"inserted, grafted, ingrafted; put forth",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1109,19,116713,S0022-7,in omnia,in,in (Lat),,,,preposition,"in, into ",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1110,20,116714,S0022-7,in omnia,omnia,omnis,acc.pl.neut.,,,adjective_quantifier,"all, total, every",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1111,21,116715,S0022-7,elimenta,elimenta,elementum,nom.pl.,,,noun,"one of the four elements; basic principle, the alphabet",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1112,22,116716,S0022-7,usque in finem,usque,ūsque,,,,adverb,"until, upto, up",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1113,23,116717,S0022-7,usque in finem,in,in (Lat),,,,preposition,"in, into ",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1114,24,116718,S0022-7,usque in finem,finem,fīnis,acc.sg.,,,noun,"limit, boundary",asíl inrolad hisin mais nécruthaigthi statim ised asesnaise in omnia elimenta usque in finem,"The seed that has been cast regularly into the unshapen mass, that is what is inserted into all elements until the end."
1115,1,117112,S0022-70,hi coimthecht ,hi,i,dat.,,,preposition,"in, into",hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1116,2,117113,S0022-70,hi coimthecht ,coimthecht,coimtecht,dat.sg.,,,verbal_noun,"the act of going together, accompanying; agreement, unity",hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1117,3,117114,S0022-70,du gréin,du,do 1,dat.,,,preposition,"to, for, by etc.",hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1118,4,117115,S0022-70,du gréin,gréin,grían,dat.sg.,,,noun,sun,hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1119,5,117116,S0022-70,7 escu,7,ocus 2,,,,conjunction,"coordinating: and, since ",hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1120,6,117117,S0022-70,7 escu,escu,éscae,dat.sg.,,,noun," moon, month",hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1121,7,117118,S0022-70,i n-óenrind,i,i,dat.,,,preposition,"in, into",hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1122,10,117119,S0022-70,i n-óenrind,nóenrind,óenrind,dat.sg.,,,noun,single star ; one constellation,hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1123,8,117120,S0022-70,i n-óenrind,óen,óen,compos.,,,adjective_numeral_noun,"one, single, same, only, unique; as compound element 'great'  (O'Rahilly Celtica 12.194)",hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1124,9,117121,S0022-70,i n-óenrind,rínd,rind 2,dat.sg.,,,noun,"star, constellation ",hicoimthecht dugréin 7 escu inóenrínd,in the conjunction of sun and moon in one constellation
1125,1,117122,S0022-71,is sí-ide,is,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",issí ide asmberse archinn,This is what I will say later on.
1126,2,117123,S0022-71,is sí-ide,sí,3sg.fem.indp.pron.,nom.sg.fem.,,,pronoun_independent,"she, her, it",issí ide asmberse archinn,This is what I will say later on.
1127,3,117124,S0022-71,is sí-ide,ide,-side,nom.sg.fem.,,,particle_anaphoric,"that one, he, she, it, they",issí ide asmberse archinn,This is what I will say later on.
1128,6,117125,S0022-71,as·mber-se,as·mber,as·beir,1sg.fut.,Yes,trans.,verb,"to say, to speak, to call , mention",issí ide asmberse archinn,This is what I will say later on.
1129,4,117126,S0022-71,as·mber-se,as·,as· 1,,,,particle_preverb,aspectual and lexicalized meanings,issí ide asmberse archinn,This is what I will say later on.
1130,5,117127,S0022-71,as·mber-se,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,issí ide asmberse archinn,This is what I will say later on.
1131,7,117128,S0022-71,as·mber-se,se,nota augens,1sg.,,,particle_pronominal,emphasising particle,issí ide asmberse archinn,This is what I will say later on.
1132,8,117129,S0022-71,ar chinn,ar,ar 1,dat.,,,preposition,"in front of, for the sake of, in return for, on account of, because of; against (as protection); abstract: by virtue of, by means of, through",issí ide asmberse archinn,This is what I will say later on.
1133,9,117130,S0022-71,ar chinn,chinn,cenn 1,dat.sg.,,,noun,"head; end-point, termination, exchange, purchase",issí ide asmberse archinn,This is what I will say later on.
1134,1,117131,S0022-72,ní·accomlatar,ní·,ní 3,,,,particle_negative_main,not,ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1135,4,117132,S0022-72,ní·accomlatar,·accomlatar,ad·comla,3pl.pres.ind.pass.,No,pass.,verb,"to join, to unite, to combine",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1136,2,117133,S0022-72,ní·accomlatar,·ac,ad· 1,,,,particle_preverb,aspectual and lexicalized meanings,ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1137,3,117134,S0022-72,ní·accomlatar,com,con· 1,,,,particle_preverb,aspectual and lexicalized meanings,ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1138,5,117135,S0022-72,epactœ,epactœ,epacht,nom.pl.,,,noun,difference in time between the solar and lunar calendar,ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1139,6,117136,S0022-72,XI,XI,(Roman numerals),,,,numeral,,ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1140,7,117137,S0022-72,kl.,kl.,kalendae,,,,noun,"Kalends, the calends, the first day of the month",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1142,8,117138,S0022-72,aprilis,aprilis,aprīlis,gen.sg.masc.,,,adjective,of April,ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1143,9,117139,S0022-72,fri riaglóri,fri,fri,acc.,,,preposition,"towards, against, standard of comparison ",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1144,10,117140,S0022-72,fri riaglóri,riaglóri,ríaglóir,acc.pl.,,,noun,"regulator, director, ruler",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1145,11,117141,S0022-72,in illo,in,in (Lat),,,,preposition,"in, into ",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1146,12,117142,S0022-72,in illo,illo,ille,abl.sg.,,,pronoun_demonstrative,"he, she, it, that, this",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1147,13,117143,S0022-72,anno,anno,annus,abl.sg.,,,noun,year,ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1148,14,117144,S0022-72,do thoscélad,do,do 1,dat.,,,preposition,"to, for, by etc.",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1149,15,117145,S0022-72,do thoscélad,thoscélad,toiscélad,dat.sg.,,,verbal_noun,"the act of exploring, examining; divination",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1150,16,117146,S0022-72,áis,áis,áes 1,gen.sg.,,,noun,"stage, period (of life); age, years (of person etc.)",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
1151,17,117147,S0022-72,ésci,ésci,éscae,gen.sg.,,,noun," moon, month",ní accomlatar epactœ XI kl. aprilis fri riaglóri in illo anno dothoscélad áis ésci bís for kl cachmís in primo anno,Epacts are not added on the twenty-second of March (lit. eleventh of the calends of April) to regulars in that year to ascertain the moon's age which is on the calends of every month in the first year.
